customer_id,age,income,region,tenure_months,num_products,avg_monthly_spend,login_frequency,missed_payments,churn_risk_score,CLV,notes
C04397,68,53421,South,4,4,1552.35,19,0,0.91,2558.85,High churn risk
C04398,41,112828,Midwest,81,2,2651.34,7,3,0.26,159921.32,High-value loyal customer
C04399,21,118519,South,119,5,250.17,30,0,0.21,26018.48,Moderate value customer
C04400,43,132733,East Coast,95,3,1735.1,26,0,0.88,21280.14,High churn risk
C04401,25,120574,Midwest,63,2,357.04,29,2,0.63,9322.6,Moderate value customer
C04402,39,101502,Midwest,59,2,523.68,22,1,0.19,26026.67,Moderate value customer
C04403,55,121161,East Coast,30,1,2133.86,2,1,0.64,23545.69,Moderate value customer
C04404,53,90581,East Coast,2,4,856.06,16,0,0.88,2205.45,High churn risk
C04405,66,41629,East Coast,88,1,316.47,25,4,0.09,25842.92,Moderate value customer
C04406,38,125013,South,74,2,659.86,16,1,0.26,37133.93,Moderate value customer
C04407,60,34534,Midwest,92,2,784.19,25,1,0.6,29858.19,Moderate value customer
C04408,34,52624,West Coast,43,2,2355.39,23,4,0.11,91140.78,High-value loyal customer
C04409,40,116409,West Coast,96,3,1949.79,4,2,0.91,18346.19,High churn risk
C04410,33,33538,Midwest,97,1,2258.35,17,0,0.59,90314.58,Moderate value customer
C04411,36,68786,Midwest,18,5,1235.5,14,3,0.58,11840.38,Moderate value customer
C04412,61,61866,East Coast,24,4,516.77,8,3,0.06,13658.33,Moderate value customer
C04413,51,105286,South,37,4,2454.81,9,0,0.42,54680.22,Moderate value customer
C04414,59,94317,East Coast,30,3,593.14,8,2,0.19,15913.3,Moderate value customer
C04415,55,68085,East Coast,69,1,1271.51,18,3,0.81,17169.5,High churn risk
C04416,40,119128,West Coast,59,4,934.38,7,1,0.34,38384.76,Moderate value customer
C04417,21,56744,South,23,2,1030.3,26,2,0.4,15218.14,Moderate value customer
C04418,60,52952,Midwest,30,1,1885.2,13,4,0.64,20860.16,Moderate value customer
C04419,66,56460,Midwest,68,4,660.19,1,0,0.72,14570.02,High churn risk
C04420,33,93491,West Coast,41,1,1448.45,21,3,0.79,12971.15,High churn risk
C04421,27,37422,East Coast,51,3,1988.33,29,0,0.17,85666.01,High-value loyal customer
C04422,65,124850,South,88,5,2632.96,8,4,0.26,173958.36,High-value loyal customer
C04423,42,45358,East Coast,67,5,1239.44,9,3,0.09,78068.66,High-value loyal customer
C04424,27,99075,South,15,1,1092.34,26,0,0.86,2793.91,High churn risk
C04425,40,98402,East Coast,56,3,1229.97,19,4,0.32,48337.26,Moderate value customer
C04426,57,67046,South,110,4,1602.23,24,1,0.13,155333.41,High-value loyal customer
C04427,56,94618,East Coast,65,2,1076.66,15,4,0.31,49288.2,Moderate value customer
C04428,24,147234,West Coast,74,1,901.27,3,2,0.06,63192.34,High-value loyal customer
C04429,26,58094,South,109,1,1250.85,24,2,0.84,22314.82,High churn risk
C04430,66,126327,East Coast,90,4,2377.92,27,4,0.29,153949.09,High-value loyal customer
C04431,23,146805,South,55,2,907.88,21,1,0.35,33456.71,Moderate value customer
C04432,23,110452,East Coast,76,2,2564.96,23,0,0.94,12696.22,High churn risk
C04433,23,80951,West Coast,65,4,998.3,11,0,0.19,54560.5,High-value loyal customer
C04434,56,120234,South,2,1,1888.62,14,1,0.2,3521.79,Moderate value customer
C04435,29,95927,East Coast,11,4,2918.73,12,3,0.56,16126.65,Moderate value customer
C04436,36,98834,West Coast,76,5,2865.02,28,4,0.97,9032.25,High churn risk
C04437,36,108738,East Coast,92,4,1416.97,22,2,0.9,15036.12,High churn risk
C04438,32,56991,Midwest,97,3,389.04,5,2,0.59,16972.12,Moderate value customer
C04439,58,67321,East Coast,42,1,2727.36,2,2,0.81,22264.33,High churn risk
C04440,40,44518,Midwest,3,3,555.36,25,0,0.49,2349.7,Moderate value customer
C04441,51,111122,West Coast,41,1,2785.94,23,0,0.43,65607.42,Moderate value customer
C04442,50,107768,East Coast,49,1,2251.37,7,1,0.4,66690.28,Moderate value customer
C04443,41,98679,South,83,5,2815.87,5,3,0.45,131044.47,Moderate value customer
C04444,23,48943,South,82,4,2063.1,3,4,0.71,51060.52,High churn risk
C04445,41,45367,South,37,4,2986.32,25,2,0.82,21888.89,High churn risk
C04446,48,68840,South,92,5,1507.6,30,1,0.58,60753.66,Moderate value customer
C04447,48,145783,East Coast,95,5,1122.94,10,3,0.87,16368.31,High churn risk
C04448,25,57347,East Coast,7,2,1301.27,11,0,0.64,4279.2,Moderate value customer
C04449,27,35894,Midwest,111,3,1180.81,8,2,0.8,27713.98,High churn risk
C04450,25,50525,East Coast,38,1,1322.23,6,4,0.69,16075.87,Moderate value customer
C04451,29,127429,West Coast,58,2,2678.57,28,2,0.77,36732.12,High churn risk
C04452,67,132992,South,5,4,1857.77,12,2,0.02,11103.07,Moderate value customer
C04453,41,71732,East Coast,61,2,2231.95,13,4,0.87,18699.36,High churn risk
C04454,40,132881,West Coast,83,4,1006.05,2,1,0.89,11185.24,High churn risk
C04455,58,117448,Midwest,77,5,2971.64,23,4,0.84,39110.6,High churn risk
C04456,60,145886,West Coast,39,1,986.06,21,4,0.73,10883.21,High churn risk
C04457,57,56026,Midwest,28,1,645.27,16,0,0.79,4294.19,High churn risk
C04458,37,116670,South,57,1,2378.94,24,1,0.18,111691.66,High-value loyal customer
C04459,62,54255,Midwest,2,5,2549.41,22,1,0.05,7343.88,Moderate value customer
C04460,48,35790,Midwest,70,4,1302.63,26,3,0.29,66740.71,High-value loyal customer
C04461,51,40476,West Coast,79,5,1715.0,13,3,0.44,78371.6,Moderate value customer
C04462,53,95106,South,28,1,1359.56,9,0,0.27,28289.41,Moderate value customer
C04463,52,62555,West Coast,37,1,1022.98,13,0,0.87,5420.53,High churn risk
C04464,52,49422,South,89,1,2477.46,15,3,0.96,9319.76,High churn risk
C04465,68,85982,West Coast,96,4,2319.7,8,3,0.77,53218.98,High churn risk
C04466,43,137659,East Coast,55,4,1558.92,23,1,0.48,46585.11,Moderate value customer
C04467,41,87407,West Coast,101,2,1475.54,17,3,0.15,127675.11,High-value loyal customer
C04468,45,56902,Midwest,100,2,704.46,10,4,0.87,10157.98,High churn risk
C04469,53,79201,West Coast,94,3,1984.37,9,2,0.84,31344.92,High churn risk
C04470,23,75270,Midwest,109,4,2786.3,24,4,0.16,257113.63,High-value loyal customer
C04471,26,76716,West Coast,88,5,2212.76,17,3,0.05,187486.74,High-value loyal customer
C04472,69,68947,West Coast,82,4,1617.56,29,2,0.9,15263.99,High churn risk
C04473,48,80826,Midwest,1,2,308.24,17,0,0.82,1055.48,High churn risk
C04474,22,31591,South,3,1,2804.79,19,3,0.93,1089.01,High churn risk
C04475,52,34344,West Coast,71,2,1062.52,19,3,0.36,49280.91,Moderate value customer
C04476,46,112653,East Coast,97,2,1039.87,2,0,0.66,35294.91,Moderate value customer
C04477,25,35956,East Coast,85,2,1514.87,11,3,0.86,19026.95,High churn risk
C04478,31,49236,Midwest,14,3,1401.66,8,2,0.34,14451.34,Moderate value customer
C04479,30,46851,Midwest,111,3,2894.58,21,0,0.47,171788.14,Moderate value customer
C04480,35,49192,Midwest,48,3,662.02,17,0,0.53,16435.17,Moderate value customer
C04481,38,87853,East Coast,37,5,2129.54,1,1,0.03,78929.19,High-value loyal customer
C04482,69,86713,Midwest,3,3,498.94,18,3,0.83,1754.46,High churn risk
C04483,34,133863,Midwest,49,5,975.31,7,1,0.94,5367.41,High churn risk
C04484,48,65541,South,101,4,2221.98,9,2,0.42,132163.59,Moderate value customer
C04485,50,32857,East Coast,56,4,2451.32,25,2,0.61,55536.83,Moderate value customer
C04486,33,49613,South,89,3,1512.99,9,0,0.54,63441.81,Moderate value customer
C04487,40,98701,South,60,4,2410.17,10,1,0.35,95996.63,Moderate value customer
C04488,22,117829,Midwest,118,4,2818.36,16,3,0.08,307961.16,High-value loyal customer
C04489,45,129813,South,97,1,2820.2,11,2,0.52,131808.51,Moderate value customer
C04490,64,107797,West Coast,13,3,1158.93,6,1,0.24,12950.23,Moderate value customer
C04491,63,148198,West Coast,53,3,1073.99,27,0,0.65,21422.51,Moderate value customer
C04492,32,46549,West Coast,50,2,2234.05,12,4,0.54,52383.15,Moderate value customer
C04493,45,141671,South,97,2,2031.46,21,0,0.59,81791.16,Moderate value customer
C04494,24,131830,West Coast,93,4,1298.34,28,0,0.6,50298.25,Moderate value customer
C04495,62,41633,East Coast,19,2,840.29,10,1,0.89,2756.21,High churn risk
C04496,32,121513,West Coast,26,1,1931.61,16,4,0.15,43188.58,Moderate value customer
C04497,27,132307,West Coast,53,3,1404.67,26,3,0.81,15645.03,High churn risk
C04498,58,127101,South,57,1,569.92,30,0,0.95,2124.27,High churn risk
C04499,60,129718,East Coast,119,3,1989.9,27,0,0.72,67803.47,High churn risk
C04500,52,105103,South,38,5,2153.49,24,4,0.14,72876.05,High-value loyal customer
C04501,63,147841,East Coast,9,3,1219.85,22,3,0.85,3146.8,High churn risk
C04502,26,106787,East Coast,46,1,2529.47,24,0,0.79,24934.68,High churn risk
C04503,47,69457,South,94,4,406.28,14,0,0.86,7346.64,High churn risk
C04504,55,103790,West Coast,86,2,1588.55,17,1,0.49,70673.8,Moderate value customer
C04505,41,95025,Midwest,107,2,2877.74,20,1,0.82,56425.27,High churn risk
C04506,40,98285,Midwest,4,1,733.3,26,2,0.15,2993.22,Moderate value customer
C04507,39,83126,West Coast,71,2,682.51,5,1,0.58,21352.45,Moderate value customer
C04508,53,141146,Midwest,82,4,1260.35,4,3,0.55,48506.91,Moderate value customer
C04509,24,94094,Midwest,50,2,950.64,29,2,0.9,5753.2,High churn risk
C04510,39,132161,East Coast,70,5,820.29,22,1,0.86,10538.84,High churn risk
C04511,69,138691,South,93,3,2859.56,13,4,0.72,75962.94,High churn risk
C04512,48,39734,South,5,5,1165.57,7,1,0.17,7337.12,Moderate value customer
C04513,42,60421,West Coast,70,3,367.55,11,1,0.81,6388.41,High churn risk
C04514,44,99939,West Coast,34,5,2719.39,11,1,0.61,38559.11,Moderate value customer
C04515,66,37672,South,98,2,1455.09,24,0,0.82,26667.79,High churn risk
C04516,50,146516,Midwest,65,2,2260.64,24,4,0.94,9816.5,High churn risk
C04517,49,120209,West Coast,18,4,1228.57,21,2,0.45,14162.84,Moderate value customer
C04518,30,137821,East Coast,27,5,2818.47,24,0,0.74,22285.66,High churn risk
C04519,52,70806,South,10,3,1005.84,12,4,0.97,1801.75,High churn risk
C04520,29,59737,Midwest,103,3,2055.75,3,2,0.21,168776.38,High-value loyal customer
C04521,45,61035,East Coast,2,2,2508.17,12,1,0.85,1752.45,High churn risk
C04522,36,59425,South,83,2,866.21,3,0,0.14,62830.07,High-value loyal customer
C04523,35,33455,South,91,2,2444.23,1,2,0.02,218976.43,High-value loyal customer
C04524,68,41367,Midwest,61,5,2418.37,10,1,0.85,24628.09,High churn risk
C04525,38,76838,West Coast,118,3,2899.83,1,0,0.96,15187.2,High churn risk
C04526,43,53887,East Coast,22,5,2783.87,1,2,0.03,61907.79,High-value loyal customer
C04527,62,49021,East Coast,10,3,1288.1,26,2,0.84,3560.96,High churn risk
C04528,23,64792,East Coast,59,3,1853.52,11,0,0.7,34307.3,Moderate value customer
C04529,27,149839,South,108,4,2790.82,16,0,0.7,92422.57,Moderate value customer
C04530,59,32981,Midwest,91,2,212.25,3,2,0.46,11429.96,Moderate value customer
C04531,31,31305,Midwest,12,5,1956.58,24,3,0.42,16117.8,Moderate value customer
C04532,44,65869,South,63,5,803.02,25,1,0.37,34371.86,Moderate value customer
C04533,55,121901,East Coast,15,2,2268.54,3,2,0.38,22097.42,Moderate value customer
C04534,45,126936,East Coast,114,5,2430.12,29,0,0.94,19122.02,High churn risk
C04535,48,37014,Midwest,63,4,2196.29,29,2,0.82,26905.93,High churn risk
C04536,32,61112,West Coast,119,5,2989.02,8,0,0.31,247928.43,Moderate value customer
C04537,43,45391,South,65,3,1541.92,27,1,0.74,27558.45,High churn risk
C04538,37,118759,West Coast,38,2,1771.77,13,0,0.66,23891.27,Moderate value customer
C04539,61,101220,East Coast,105,2,1345.18,16,0,0.85,22186.59,High churn risk
C04540,57,33974,South,88,4,2927.15,15,3,0.09,236406.17,High-value loyal customer
C04541,38,135419,South,6,5,2783.72,10,0,0.7,7510.7,Moderate value customer
C04542,29,32966,West Coast,93,3,2962.58,17,4,0.24,210895.15,High-value loyal customer
C04543,65,73856,South,6,1,2957.7,3,4,0.24,13987.11,Moderate value customer
C04544,55,51427,Midwest,38,3,2707.28,14,3,0.71,31334.23,High churn risk
C04545,56,98756,West Coast,48,3,2806.46,1,1,0.89,16318.11,High churn risk
C04546,38,80251,Midwest,15,5,535.67,26,1,0.52,6356.82,Moderate value customer
C04547,40,67845,East Coast,72,1,685.88,9,0,0.47,26673.18,Moderate value customer
C04548,41,91846,West Coast,29,4,2678.53,19,3,0.82,15981.93,High churn risk
C04549,67,82804,South,2,5,2235.04,26,3,0.03,6835.98,Moderate value customer
C04550,40,126529,West Coast,75,2,2649.97,30,3,0.71,58636.85,High churn risk
C04551,26,110612,Midwest,73,1,2356.09,10,4,0.06,162174.9,High-value loyal customer
C04552,29,100180,Midwest,16,2,590.83,21,1,0.24,8184.49,Moderate value customer
C04553,63,39862,East Coast,58,1,2766.38,11,4,0.67,53448.51,Moderate value customer
C04554,49,68972,South,88,2,2359.44,26,1,0.38,129731.05,Moderate value customer
C04555,49,131506,South,34,5,1798.26,26,2,0.3,45298.59,Moderate value customer
C04556,33,104240,East Coast,43,1,1690.61,14,0,0.5,36848.12,Moderate value customer
C04557,56,121195,Midwest,24,4,1806.64,16,2,0.85,8503.9,High churn risk
C04558,47,84149,South,113,5,1293.17,7,0,0.43,85793.08,Moderate value customer
C04559,67,52907,South,102,1,2449.01,30,0,0.53,117905.54,Moderate value customer
C04560,69,130166,Midwest,102,2,2745.25,9,3,0.16,236213.02,High-value loyal customer
C04561,64,123726,East Coast,25,3,908.16,13,4,0.44,14214.24,Moderate value customer
C04562,26,56375,Midwest,41,1,306.53,7,4,0.02,12816.38,Moderate value customer
C04563,59,128253,South,117,5,768.2,1,1,0.84,16880.7,High churn risk
C04564,52,50342,West Coast,33,2,2320.55,23,3,0.21,61496.74,High-value loyal customer
C04565,69,77502,East Coast,108,5,2631.52,7,4,0.92,25236.33,High churn risk
C04566,63,107830,West Coast,43,2,1175.98,2,1,0.36,33362.97,Moderate value customer
C04567,64,108752,Midwest,17,5,626.68,23,1,0.84,4204.57,High churn risk
C04568,48,50392,East Coast,7,1,2603.9,2,1,0.39,11618.65,Moderate value customer
C04569,65,31976,East Coast,59,1,801.0,1,4,0.15,40670.15,Moderate value customer
C04570,21,95528,East Coast,27,1,877.25,9,0,0.5,12342.88,Moderate value customer
C04571,63,110826,Midwest,36,2,459.32,10,3,0.26,13236.28,Moderate value customer
C04572,51,141635,East Coast,105,4,2748.91,10,3,0.32,198272.17,Moderate value customer
C04573,50,52854,East Coast,19,5,1114.83,5,1,0.32,16903.6,Moderate value customer
C04574,38,56033,South,15,4,681.16,7,1,0.35,8641.31,Moderate value customer
C04575,49,145341,East Coast,70,4,2870.21,10,1,0.5,102457.35,Moderate value customer
C04576,62,51877,South,57,4,1139.46,22,1,0.13,58505.82,High-value loyal customer
C04577,58,134590,East Coast,100,3,2292.96,24,1,0.26,171179.04,High-value loyal customer
C04578,43,33793,Midwest,69,5,845.11,26,1,0.63,24075.66,Moderate value customer
C04579,42,104210,East Coast,53,3,2235.11,3,3,0.76,29930.6,High churn risk
C04580,22,86282,East Coast,109,5,850.05,12,1,0.24,72918.14,High-value loyal customer
C04581,25,80812,Midwest,69,3,1985.67,20,0,0.26,102888.31,High-value loyal customer
C04582,62,40730,East Coast,2,5,1434.42,16,2,0.48,3991.8,Moderate value customer
C04583,35,139888,West Coast,107,1,2436.41,18,4,0.98,5713.92,High churn risk
C04584,52,145638,East Coast,18,4,2244.76,16,4,0.55,20182.56,Moderate value customer
C04585,66,104139,East Coast,32,2,2819.36,21,3,0.81,18141.71,High churn risk
C04586,26,145041,South,111,4,1254.54,27,4,0.92,13140.32,High churn risk
C04587,34,130783,South,113,5,2312.14,10,1,0.64,96557.86,Moderate value customer
C04588,44,99634,West Coast,29,2,2912.76,27,0,0.52,41545.62,Moderate value customer
C04589,41,119019,Midwest,49,4,1141.67,1,3,0.76,15426.04,High churn risk
C04590,34,66848,East Coast,84,5,1012.01,16,3,0.32,60306.01,Moderate value customer
C04591,32,116146,South,83,4,2353.34,5,0,0.97,7859.82,High churn risk
C04592,24,80250,West Coast,116,5,1447.46,24,1,0.48,89810.79,Moderate value customer
C04593,64,146035,Midwest,80,3,1316.22,12,3,0.93,8870.83,High churn risk
C04594,41,90893,South,75,3,1727.72,16,0,0.76,32598.96,High churn risk
C04595,37,31973,Midwest,60,1,2819.49,27,1,0.21,134143.83,High-value loyal customer
C04596,49,112943,West Coast,28,2,434.78,22,0,0.22,10495.6,Moderate value customer
C04597,36,116175,Midwest,86,3,1503.92,14,1,0.35,85569.13,Moderate value customer
C04598,38,91199,Midwest,27,5,508.39,10,4,0.37,11147.71,Moderate value customer
C04599,58,55994,West Coast,81,4,2674.04,25,0,0.01,216431.27,High-value loyal customer
C04600,61,149139,Midwest,8,1,582.76,16,1,0.86,1152.69,High churn risk
C04601,64,31055,West Coast,72,4,451.17,29,2,0.24,26688.02,Moderate value customer
C04602,31,90280,Midwest,23,4,2898.51,15,4,0.82,13999.83,High churn risk
C04603,52,48914,South,32,2,1777.36,22,3,0.48,30575.27,Moderate value customer
C04604,48,94666,South,108,4,2512.5,11,0,0.59,113253.5,Moderate value customer
C04605,36,146335,South,15,2,1516.72,25,1,0.54,11465.37,Moderate value customer
C04606,54,44945,South,91,5,1419.8,6,3,0.94,10252.11,High churn risk
C04607,50,81972,West Coast,68,4,2752.51,27,3,0.42,110558.99,Moderate value customer
C04608,58,120968,Midwest,40,4,2971.64,19,3,0.39,74508.02,Moderate value customer
C04609,42,37825,West Coast,96,4,1931.89,15,3,0.61,74329.96,Moderate value customer
C04610,25,70450,East Coast,57,5,2770.93,27,1,0.38,100424.67,Moderate value customer
C04611,29,51275,Midwest,47,3,2615.61,29,1,0.61,49444.13,Moderate value customer
C04612,33,82161,West Coast,101,3,1723.23,13,2,0.57,76339.88,Moderate value customer
C04613,59,112721,Midwest,118,5,2835.09,28,2,0.78,76098.94,High churn risk
C04614,43,128645,Midwest,10,1,788.16,19,1,0.99,578.82,High churn risk
C04615,47,83653,East Coast,56,1,2677.57,1,1,0.98,3498.88,High churn risk
C04616,52,105124,South,117,2,1066.2,30,2,0.12,110775.95,High-value loyal customer
C04617,51,47693,Midwest,92,5,285.44,10,1,0.45,16943.26,Moderate value customer
C04618,53,36703,Midwest,52,1,2403.85,24,0,0.42,73000.12,Moderate value customer
C04619,62,46960,East Coast,96,2,2804.05,11,0,0.19,219042.93,High-value loyal customer
C04620,46,149004,West Coast,96,4,806.99,12,0,0.74,22142.47,High churn risk
C04621,38,132332,South,63,4,1695.44,30,0,0.97,5204.38,High churn risk
C04622,32,48578,West Coast,51,1,2298.17,14,3,0.15,100125.67,High-value loyal customer
C04623,23,66818,West Coast,79,2,1128.55,16,0,0.27,66083.48,High-value loyal customer
C04624,25,88547,West Coast,70,2,611.37,7,2,0.86,6991.43,High churn risk
C04625,34,52013,South,9,3,1298.29,21,3,0.31,9562.38,Moderate value customer
C04626,67,79149,West Coast,102,1,1478.4,4,2,0.44,84946.21,Moderate value customer
C04627,32,35416,West Coast,94,3,2278.22,16,4,0.74,57179.7,High churn risk
C04628,24,76428,South,41,5,756.31,28,4,0.13,29477.58,Moderate value customer
C04629,36,71450,South,40,2,2482.31,19,1,0.53,47667.43,Moderate value customer
C04630,31,85648,East Coast,16,3,1606.1,3,3,0.11,24370.86,Moderate value customer
C04631,56,100642,West Coast,25,2,2730.89,9,0,0.31,48107.85,Moderate value customer
C04632,58,84117,East Coast,10,5,1784.2,17,4,0.24,16059.92,Moderate value customer
C04633,68,61424,Midwest,30,3,1451.19,4,3,0.73,13254.64,High churn risk
C04634,22,81633,East Coast,9,5,1003.02,9,0,0.15,10173.1,Moderate value customer
C04635,33,142424,East Coast,40,2,497.48,14,4,0.66,7765.73,Moderate value customer
C04636,28,125354,East Coast,57,2,1240.77,25,1,0.58,30704.03,Moderate value customer
C04637,64,107088,East Coast,46,4,1358.15,26,2,0.68,21991.97,Moderate value customer
C04638,41,112659,West Coast,119,2,1791.2,25,1,0.88,26578.34,High churn risk
C04639,46,144133,Midwest,7,4,2607.58,12,4,0.53,10578.94,Moderate value customer
C04640,58,128813,Midwest,43,5,1498.68,19,2,0.72,20544.11,High churn risk
C04641,55,128897,South,116,1,1080.0,21,4,0.8,25556.0,High churn risk
C04642,35,143552,Midwest,48,5,2645.12,11,4,0.7,40589.73,Moderate value customer
C04643,60,40719,East Coast,113,4,2254.97,4,0,0.32,175271.89,Moderate value customer
C04644,50,74627,South,119,1,1059.68,13,3,0.96,5544.08,High churn risk
C04645,22,56038,East Coast,104,4,667.45,14,2,0.06,67249.91,High-value loyal customer
C04646,36,61446,West Coast,76,2,1014.88,10,1,0.37,49592.45,Moderate value customer
C04647,33,75019,West Coast,57,4,546.19,16,2,0.82,7603.91,High churn risk
C04648,21,117213,Midwest,17,1,2729.57,20,3,0.35,30661.75,Moderate value customer
C04649,63,91785,East Coast,25,4,1912.84,20,3,0.55,23519.45,Moderate value customer
C04650,48,147690,East Coast,111,3,2617.84,6,3,0.13,254304.81,High-value loyal customer
C04651,21,136310,East Coast,7,3,2497.01,12,0,0.86,3947.07,High churn risk
C04652,60,144792,South,55,5,629.06,16,4,0.93,4921.88,High churn risk
C04653,54,39784,South,19,5,1440.4,8,1,0.98,3047.35,High churn risk
C04654,33,34883,South,81,1,2921.78,3,1,0.08,218231.05,High-value loyal customer
C04655,22,58328,Midwest,32,4,854.62,30,1,0.2,23878.27,Moderate value customer
C04656,24,99358,Midwest,87,2,340.67,15,2,0.49,16115.53,Moderate value customer
C04657,45,103290,East Coast,109,1,1168.83,29,0,0.27,93503.8,High-value loyal customer
C04658,54,133717,East Coast,32,1,1630.65,18,0,0.64,19285.09,Moderate value customer
C04659,33,114762,Midwest,26,1,356.46,8,1,0.85,1890.19,High churn risk
C04660,56,145080,South,72,5,1394.69,9,1,0.13,89863.38,High-value loyal customer
C04661,52,138528,South,22,1,909.56,29,3,0.0,20510.32,Moderate value customer
C04662,41,36565,South,110,4,793.93,23,2,0.99,2873.32,High churn risk
C04663,46,60172,South,55,1,938.94,20,3,0.45,28902.94,Moderate value customer
C04664,35,51360,South,57,2,495.12,23,4,0.07,27246.31,Moderate value customer
C04665,49,116233,Midwest,8,1,414.61,12,3,0.59,1859.92,Moderate value customer
C04666,46,97736,West Coast,46,5,1868.37,28,4,0.75,23986.25,High churn risk
C04667,41,60477,West Coast,5,5,2853.93,15,4,0.8,5353.93,High churn risk
C04668,32,109908,West Coast,12,2,2453.27,12,3,0.57,13658.87,Moderate value customer
C04669,32,38881,East Coast,27,1,2534.92,15,1,0.68,22401.71,Moderate value customer
C04670,25,141963,East Coast,84,1,2258.23,18,3,0.48,99139.49,Moderate value customer
C04671,62,78297,South,11,1,2876.75,3,4,0.62,12524.82,Moderate value customer
C04672,46,101626,East Coast,36,5,2861.54,29,0,0.95,7650.77,High churn risk
C04673,52,110181,Midwest,52,1,2379.25,26,4,0.99,1737.21,High churn risk
C04674,22,80812,West Coast,2,5,2204.65,18,2,0.63,4131.44,Moderate value customer
C04675,28,140242,Midwest,74,5,1054.78,8,0,0.58,35282.56,Moderate value customer
C04676,47,99498,Midwest,106,4,455.27,18,3,0.35,33368.1,Moderate value customer
C04677,57,126030,Midwest,71,3,460.03,10,4,0.32,23710.25,Moderate value customer
C04678,28,135825,South,12,5,2261.53,7,0,0.92,4671.07,High churn risk
C04679,44,72362,South,55,3,279.45,2,1,0.67,6572.02,Moderate value customer
C04680,33,84189,South,80,4,2485.95,18,3,0.46,109393.04,Moderate value customer
C04681,49,102419,East Coast,31,3,1226.13,10,4,0.67,14043.31,Moderate value customer
C04682,33,70080,South,91,3,737.83,19,2,0.12,60585.43,High-value loyal customer
C04683,43,124036,East Coast,32,2,1341.25,3,1,0.94,3575.2,High churn risk
C04684,67,136329,Midwest,106,2,2169.16,6,2,0.52,111366.86,Moderate value customer
C04685,35,45848,West Coast,64,3,970.31,10,0,0.33,43106.89,Moderate value customer
C04686,44,140683,South,104,5,686.13,20,2,0.01,73143.94,High-value loyal customer
C04687,63,33252,East Coast,91,1,2266.08,25,4,0.68,66488.25,Moderate value customer
C04688,43,143791,East Coast,59,1,2665.91,10,4,0.97,5218.66,High churn risk
C04689,30,125673,South,25,4,1839.53,13,2,0.56,22234.83,Moderate value customer
C04690,58,43992,South,104,5,1666.8,21,0,0.33,118642.62,Moderate value customer
C04691,25,49714,Midwest,69,3,2313.65,24,4,0.42,94092.27,Moderate value customer
C04692,25,127627,East Coast,68,2,2251.41,10,4,0.57,66831.23,Moderate value customer
C04693,51,134931,West Coast,117,1,217.58,19,2,0.69,8391.63,Moderate value customer
C04694,60,36977,Midwest,44,3,989.16,14,2,0.18,37188.89,Moderate value customer
C04695,21,89693,East Coast,43,1,2809.64,29,0,0.94,7748.87,High churn risk
C04696,22,135683,Midwest,15,2,2888.57,11,1,0.41,26563.84,Moderate value customer
C04697,69,42775,Midwest,13,2,1628.8,25,3,0.62,9046.27,Moderate value customer
C04698,49,132129,South,97,5,1768.25,20,3,0.91,17936.82,High churn risk
C04699,27,124691,West Coast,69,3,201.84,16,3,0.58,7349.32,Moderate value customer
C04700,49,42935,West Coast,70,3,2082.55,3,2,0.68,48149.12,Moderate value customer
C04701,29,81096,East Coast,45,4,794.82,13,4,0.63,15233.75,Moderate value customer
C04702,56,77566,Midwest,25,4,558.15,14,4,0.25,12465.31,Moderate value customer
C04703,27,84621,South,25,2,1053.12,9,1,0.96,2053.12,High churn risk
C04704,48,54878,East Coast,10,5,2061.7,4,4,0.47,13427.01,Moderate value customer
C04705,30,120529,East Coast,62,3,1421.73,22,2,0.1,80832.53,High-value loyal customer
C04706,36,146803,East Coast,12,5,1177.36,14,0,1.0,2500.0,High churn risk
C04707,30,130408,West Coast,67,2,2235.06,11,0,0.65,53412.16,Moderate value customer
C04708,59,133893,Midwest,29,2,2478.42,12,3,0.61,29030.93,Moderate value customer
C04709,46,92616,Midwest,93,4,2633.77,23,3,0.92,21595.25,High churn risk
C04710,54,91640,South,43,4,1445.31,17,0,0.54,30588.23,Moderate value customer
C04711,54,98182,West Coast,88,3,2209.92,16,3,0.36,125962.69,Moderate value customer
C04712,60,129133,West Coast,88,5,2678.6,1,3,0.17,198144.94,High-value loyal customer
C04713,34,33110,East Coast,89,2,2744.94,16,1,0.81,47416.94,High churn risk
C04714,38,62255,South,111,4,1577.94,18,0,0.33,119351.4,Moderate value customer
C04715,21,35367,East Coast,113,5,1194.91,26,1,0.52,67311.92,Moderate value customer
C04716,37,129441,South,37,2,2720.52,11,3,0.51,50323.03,Moderate value customer
C04717,69,60073,South,69,5,932.01,29,4,0.74,19220.26,High churn risk
C04718,42,89083,West Coast,119,1,2431.17,2,3,0.68,93078.95,Moderate value customer
C04719,57,78845,West Coast,11,1,2744.23,16,3,0.42,18008.19,Moderate value customer
C04720,36,56758,Midwest,40,4,2271.21,16,1,0.43,53783.59,Moderate value customer
C04721,27,141365,Midwest,107,1,2103.61,27,2,0.27,164812.98,High-value loyal customer
C04722,35,58630,Midwest,119,2,341.9,4,2,0.34,27852.83,Moderate value customer
C04723,41,100581,West Coast,63,4,769.72,1,4,0.71,16062.78,High churn risk
C04724,22,133546,East Coast,22,5,2066.39,26,3,0.56,22502.66,Moderate value customer
